0,1,2,3,4,5,6
"('query', 'Based on the study findings, how does the amplification of the HER-2/neu oncogene correlate with overall survival and time to relapse in breast cancer patients? Discuss its prognostic significance compared to other known factors such as hormonal-receptor status and lymph node involvement.')","('expected_ids', ['ce059327-a15c-4dbf-9e06-39921c20aa00'])","('expected_texts', None)","('retrieved_ids', ['b26198e3-9070-4c1a-ad96-31a524d27dd4', '527724bb-c508-49d3-8da4-6c0d231f63a7', 'd9e088f6-7337-402d-97d8-8a516e0a4175', '93fa4ef5-7026-4041-b5e1-619f2e88904b', 'c3117da0-bbcf-4c2b-9c6e-235dec480653'])","('retrieved_texts', ['See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/19364043\nSlamon DJ, Clark GM, Wong SG, Levin WJ, Ullrich A, McGuire WLHuman breast\ncancer: correlation of relapse and survival with ampliﬁcation of the HER-2/neu\noncogene. Science (Wash DC...\nArticle\xa0\xa0in \xa0\xa0Science · February 1987\nDOI: 10.1126/science.3798106\xa0·\xa0Source: PubMed\nCITATIONS\n9,964\nREADS\n28,987\n6 authors, including:\nGary Clark\nGary Clark Statistical Consulting, LLC\n363 PUBLICATIONS\xa0\xa0\xa069,736 CITATIONS\xa0\xa0\xa0\nSEE PROFILE\nSteven G Wong\nUniversity of California, Los Angeles\n24 PUBLICATIONS\xa0\xa0\xa024,943 CITATIONS\xa0\xa0\xa0\nSEE PROFILE\nWendy Levin\nFate Therapeutics, Inc.\n25 PUBLICATIONS\xa0\xa0\xa017,944 CITATIONS\xa0\xa0\xa0\nSEE PROFILE\nAll content following this page was uploaded by Gary Clark on 23 December 2013.\n', 'The title SCIENCE is a \nCopyrightAmerican Association for the Advancement of Science, 1200 New York Avenue NW, Washington, DC 20005. \nScience (print ISSN 0036-8075; online ISSN 1095-9203) is published weekly, except the last week in December, by the\n on January 15, 2007 www.sciencemag.orgDownloaded from \nBIOM 255 (Leffert) – Discussion Feb. 1, 2007', '0 0.6-\n00.\nOX 0.4-\n` 0.2-\namplified(n=52)\nAmplified(n=34)\nA\nNotamplified(n=52)\nAmplified(n=34)\nB\n12 24 36 48 60 72 84\nNotamplified(n=52)\nAmplified(n=11)\n>5copies\nC\nNotamplified(n=52)\nAmplified(n=11)\n>5copies\nD\n12 24 36 48 60 72 84\nTime(months)\nARTICLES 179\n on January 15, 2007 www.sciencemag.orgDownloaded from \nBIOM 255 (Leffert) – Discussion Feb. 1, 2007', 'SCIENCE,VOL.235\n on January 15, 2007 www.sciencemag.orgDownloaded from \nBIOM 255 (Leffert) – Discussion Feb. 1, 2007\nView publication stats', 'DOI: 10.1126/science.3798106 \n, 177 (1987); 235Science\n  et al.DJ Slamon,\noncogene\nsurvival with amplification of the HER-2/neu \nHuman breast cancer: correlation of relapse and\n www.sciencemag.org (this information is current as of January 15, 2007 ):\nThe following resources related to this article are available online at\n http://www.sciencemag.org\nversion of this article at: \n including high-resolution figures, can be found in the onlineUpdated information and services,\n http://www.sciencemag.org#otherarticles\n, 15 of which can be accessed for free: cites 37 articlesThis article \n http://www.sciencemag.org#otherarticles\n 99 articles hosted by HighWire Press; see: cited byThis article has been \n http://www.sciencemag.org/help/about/permissions.dtl\n in whole or in part can be found at: this article\npermission to reproduce of this article or about obtaining reprintsInformation about obtaining \nregistered trademark of AAAS. \nc 2006 by the American Association for the Advancement of Science; all rights reserved. '])","('mode', <RetrievalEvalMode.TEXT: 'text'>)","('metric_dict', {'hit_rate': RetrievalMetricResult(score=0.0, metadata={}), 'mrr': RetrievalMetricResult(score=0.0, metadata={}), 'precision': RetrievalMetricResult(score=0.0, metadata={}), 'recall': RetrievalMetricResult(score=0.0, metadata={}), 'ap': RetrievalMetricResult(score=0.0, metadata={}), 'ndcg': RetrievalMetricResult(score=0.0, metadata={})})"
"('query', 'On which date was the article from www.sciencemag.org accessed, as mentioned in the context?')","('expected_ids', ['65dafcb0-4d22-4fe0-8b1e-62a475adf0d6'])","('expected_texts', None)","('retrieved_ids', ['527724bb-c508-49d3-8da4-6c0d231f63a7', '65dafcb0-4d22-4fe0-8b1e-62a475adf0d6', '93fa4ef5-7026-4041-b5e1-619f2e88904b', '575546c2-fccb-462a-8d6b-dd3ec894eeec', 'c3117da0-bbcf-4c2b-9c6e-235dec480653'])","('retrieved_texts', ['The title SCIENCE is a \nCopyrightAmerican Association for the Advancement of Science, 1200 New York Avenue NW, Washington, DC 20005. \nScience (print ISSN 0036-8075; online ISSN 1095-9203) is published weekly, except the last week in December, by the\n on January 15, 2007 www.sciencemag.orgDownloaded from \nBIOM 255 (Leffert) – Discussion Feb. 1, 2007', 'ARTICLES177\n on January 15, 2007 www.sciencemag.orgDownloaded from \nBIOM 255 (Leffert) – Discussion Feb. 1, 2007', 'SCIENCE,VOL.235\n on January 15, 2007 www.sciencemag.orgDownloaded from \nBIOM 255 (Leffert) – Discussion Feb. 1, 2007\nView publication stats', 'The user has requested enhancement of the downloaded file.', 'DOI: 10.1126/science.3798106 \n, 177 (1987); 235Science\n  et al.DJ Slamon,\noncogene\nsurvival with amplification of the HER-2/neu \nHuman breast cancer: correlation of relapse and\n www.sciencemag.org (this information is current as of January 15, 2007 ):\nThe following resources related to this article are available online at\n http://www.sciencemag.org\nversion of this article at: \n including high-resolution figures, can be found in the onlineUpdated information and services,\n http://www.sciencemag.org#otherarticles\n, 15 of which can be accessed for free: cites 37 articlesThis article \n http://www.sciencemag.org#otherarticles\n 99 articles hosted by HighWire Press; see: cited byThis article has been \n http://www.sciencemag.org/help/about/permissions.dtl\n in whole or in part can be found at: this article\npermission to reproduce of this article or about obtaining reprintsInformation about obtaining \nregistered trademark of AAAS. \nc 2006 by the American Association for the Advancement of Science; all rights reserved. '])","('mode', <RetrievalEvalMode.TEXT: 'text'>)","('metric_dict', {'hit_rate': RetrievalMetricResult(score=1.0, metadata={}), 'mrr': RetrievalMetricResult(score=0.5, metadata={}), 'precision': RetrievalMetricResult(score=0.2, metadata={}), 'recall': RetrievalMetricResult(score=1.0, metadata={}), 'ap': RetrievalMetricResult(score=0.5, metadata={}), 'ndcg': RetrievalMetricResult(score=0.6309297535714575, metadata={})})"
"('query', ""What is the course code and instructor's name associated with the discussion scheduled for February 1, 2007?"")","('expected_ids', ['65dafcb0-4d22-4fe0-8b1e-62a475adf0d6'])","('expected_texts', None)","('retrieved_ids', ['527724bb-c508-49d3-8da4-6c0d231f63a7', '65dafcb0-4d22-4fe0-8b1e-62a475adf0d6', '93fa4ef5-7026-4041-b5e1-619f2e88904b', '575546c2-fccb-462a-8d6b-dd3ec894eeec', 'b26198e3-9070-4c1a-ad96-31a524d27dd4'])","('retrieved_texts', ['The title SCIENCE is a \nCopyrightAmerican Association for the Advancement of Science, 1200 New York Avenue NW, Washington, DC 20005. \nScience (print ISSN 0036-8075; online ISSN 1095-9203) is published weekly, except the last week in December, by the\n on January 15, 2007 www.sciencemag.orgDownloaded from \nBIOM 255 (Leffert) – Discussion Feb. 1, 2007', 'ARTICLES177\n on January 15, 2007 www.sciencemag.orgDownloaded from \nBIOM 255 (Leffert) – Discussion Feb. 1, 2007', 'SCIENCE,VOL.235\n on January 15, 2007 www.sciencemag.orgDownloaded from \nBIOM 255 (Leffert) – Discussion Feb. 1, 2007\nView publication stats', 'The user has requested enhancement of the downloaded file.', 'See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/19364043\nSlamon DJ, Clark GM, Wong SG, Levin WJ, Ullrich A, McGuire WLHuman breast\ncancer: correlation of relapse and survival with ampliﬁcation of the HER-2/neu\noncogene. Science (Wash DC...\nArticle\xa0\xa0in \xa0\xa0Science · February 1987\nDOI: 10.1126/science.3798106\xa0·\xa0Source: PubMed\nCITATIONS\n9,964\nREADS\n28,987\n6 authors, including:\nGary Clark\nGary Clark Statistical Consulting, LLC\n363 PUBLICATIONS\xa0\xa0\xa069,736 CITATIONS\xa0\xa0\xa0\nSEE PROFILE\nSteven G Wong\nUniversity of California, Los Angeles\n24 PUBLICATIONS\xa0\xa0\xa024,943 CITATIONS\xa0\xa0\xa0\nSEE PROFILE\nWendy Levin\nFate Therapeutics, Inc.\n25 PUBLICATIONS\xa0\xa0\xa017,944 CITATIONS\xa0\xa0\xa0\nSEE PROFILE\nAll content following this page was uploaded by Gary Clark on 23 December 2013.\n'])","('mode', <RetrievalEvalMode.TEXT: 'text'>)","('metric_dict', {'hit_rate': RetrievalMetricResult(score=1.0, metadata={}), 'mrr': RetrievalMetricResult(score=0.5, metadata={}), 'precision': RetrievalMetricResult(score=0.2, metadata={}), 'recall': RetrievalMetricResult(score=1.0, metadata={}), 'ap': RetrievalMetricResult(score=0.5, metadata={}), 'ndcg': RetrievalMetricResult(score=0.6309297535714575, metadata={})})"
"('query', '**Question 1:**')","('expected_ids', ['5549aa45-f876-41ee-aed2-42c1bc6e195f'])","('expected_texts', None)","('retrieved_ids', ['75b37f54-ea5f-44a1-95f8-c11915a5dd34', '07ec425f-e53b-410c-bc18-05543a24645f', '527724bb-c508-49d3-8da4-6c0d231f63a7', '65dafcb0-4d22-4fe0-8b1e-62a475adf0d6', '93fa4ef5-7026-4041-b5e1-619f2e88904b'])","('retrieved_texts', ['1, 2007', '1, 2007', 'The title SCIENCE is a \nCopyrightAmerican Association for the Advancement of Science, 1200 New York Avenue NW, Washington, DC 20005. \nScience (print ISSN 0036-8075; online ISSN 1095-9203) is published weekly, except the last week in December, by the\n on January 15, 2007 www.sciencemag.orgDownloaded from \nBIOM 255 (Leffert) – Discussion Feb. 1, 2007', 'ARTICLES177\n on January 15, 2007 www.sciencemag.orgDownloaded from \nBIOM 255 (Leffert) – Discussion Feb. 1, 2007', 'SCIENCE,VOL.235\n on January 15, 2007 www.sciencemag.orgDownloaded from \nBIOM 255 (Leffert) – Discussion Feb. 1, 2007\nView publication stats'])","('mode', <RetrievalEvalMode.TEXT: 'text'>)","('metric_dict', {'hit_rate': RetrievalMetricResult(score=0.0, metadata={}), 'mrr': RetrievalMetricResult(score=0.0, metadata={}), 'precision': RetrievalMetricResult(score=0.0, metadata={}), 'recall': RetrievalMetricResult(score=0.0, metadata={}), 'ap': RetrievalMetricResult(score=0.0, metadata={}), 'ndcg': RetrievalMetricResult(score=0.0, metadata={})})"
"('query', 'Based on the study described, what are the four major factors known to be important in the prognosis of breast malignancies in individual patients?')","('expected_ids', ['5549aa45-f876-41ee-aed2-42c1bc6e195f'])","('expected_texts', None)","('retrieved_ids', ['527724bb-c508-49d3-8da4-6c0d231f63a7', 'd9e088f6-7337-402d-97d8-8a516e0a4175', 'b26198e3-9070-4c1a-ad96-31a524d27dd4', '93fa4ef5-7026-4041-b5e1-619f2e88904b', '65dafcb0-4d22-4fe0-8b1e-62a475adf0d6'])","('retrieved_texts', ['The title SCIENCE is a \nCopyrightAmerican Association for the Advancement of Science, 1200 New York Avenue NW, Washington, DC 20005. \nScience (print ISSN 0036-8075; online ISSN 1095-9203) is published weekly, except the last week in December, by the\n on January 15, 2007 www.sciencemag.orgDownloaded from \nBIOM 255 (Leffert) – Discussion Feb. 1, 2007', '0 0.6-\n00.\nOX 0.4-\n` 0.2-\namplified(n=52)\nAmplified(n=34)\nA\nNotamplified(n=52)\nAmplified(n=34)\nB\n12 24 36 48 60 72 84\nNotamplified(n=52)\nAmplified(n=11)\n>5copies\nC\nNotamplified(n=52)\nAmplified(n=11)\n>5copies\nD\n12 24 36 48 60 72 84\nTime(months)\nARTICLES 179\n on January 15, 2007 www.sciencemag.orgDownloaded from \nBIOM 255 (Leffert) – Discussion Feb. 1, 2007', 'See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/19364043\nSlamon DJ, Clark GM, Wong SG, Levin WJ, Ullrich A, McGuire WLHuman breast\ncancer: correlation of relapse and survival with ampliﬁcation of the HER-2/neu\noncogene. Science (Wash DC...\nArticle\xa0\xa0in \xa0\xa0Science · February 1987\nDOI: 10.1126/science.3798106\xa0·\xa0Source: PubMed\nCITATIONS\n9,964\nREADS\n28,987\n6 authors, including:\nGary Clark\nGary Clark Statistical Consulting, LLC\n363 PUBLICATIONS\xa0\xa0\xa069,736 CITATIONS\xa0\xa0\xa0\nSEE PROFILE\nSteven G Wong\nUniversity of California, Los Angeles\n24 PUBLICATIONS\xa0\xa0\xa024,943 CITATIONS\xa0\xa0\xa0\nSEE PROFILE\nWendy Levin\nFate Therapeutics, Inc.\n25 PUBLICATIONS\xa0\xa0\xa017,944 CITATIONS\xa0\xa0\xa0\nSEE PROFILE\nAll content following this page was uploaded by Gary Clark on 23 December 2013.\n', 'SCIENCE,VOL.235\n on January 15, 2007 www.sciencemag.orgDownloaded from \nBIOM 255 (Leffert) – Discussion Feb. 1, 2007\nView publication stats', 'ARTICLES177\n on January 15, 2007 www.sciencemag.orgDownloaded from \nBIOM 255 (Leffert) – Discussion Feb. 1, 2007'])","('mode', <RetrievalEvalMode.TEXT: 'text'>)","('metric_dict', {'hit_rate': RetrievalMetricResult(score=0.0, metadata={}), 'mrr': RetrievalMetricResult(score=0.0, metadata={}), 'precision': RetrievalMetricResult(score=0.0, metadata={}), 'recall': RetrievalMetricResult(score=0.0, metadata={}), 'ap': RetrievalMetricResult(score=0.0, metadata={}), 'ndcg': RetrievalMetricResult(score=0.0, metadata={})})"
"('query', 'What significant event or development occurred in the year 2007 based on the provided context?')","('expected_ids', ['75b37f54-ea5f-44a1-95f8-c11915a5dd34'])","('expected_texts', None)","('retrieved_ids', ['527724bb-c508-49d3-8da4-6c0d231f63a7', '65dafcb0-4d22-4fe0-8b1e-62a475adf0d6', '93fa4ef5-7026-4041-b5e1-619f2e88904b', '575546c2-fccb-462a-8d6b-dd3ec894eeec', 'b26198e3-9070-4c1a-ad96-31a524d27dd4'])","('retrieved_texts', ['The title SCIENCE is a \nCopyrightAmerican Association for the Advancement of Science, 1200 New York Avenue NW, Washington, DC 20005. \nScience (print ISSN 0036-8075; online ISSN 1095-9203) is published weekly, except the last week in December, by the\n on January 15, 2007 www.sciencemag.orgDownloaded from \nBIOM 255 (Leffert) – Discussion Feb. 1, 2007', 'ARTICLES177\n on January 15, 2007 www.sciencemag.orgDownloaded from \nBIOM 255 (Leffert) – Discussion Feb. 1, 2007', 'SCIENCE,VOL.235\n on January 15, 2007 www.sciencemag.orgDownloaded from \nBIOM 255 (Leffert) – Discussion Feb. 1, 2007\nView publication stats', 'The user has requested enhancement of the downloaded file.', 'See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/19364043\nSlamon DJ, Clark GM, Wong SG, Levin WJ, Ullrich A, McGuire WLHuman breast\ncancer: correlation of relapse and survival with ampliﬁcation of the HER-2/neu\noncogene. Science (Wash DC...\nArticle\xa0\xa0in \xa0\xa0Science · February 1987\nDOI: 10.1126/science.3798106\xa0·\xa0Source: PubMed\nCITATIONS\n9,964\nREADS\n28,987\n6 authors, including:\nGary Clark\nGary Clark Statistical Consulting, LLC\n363 PUBLICATIONS\xa0\xa0\xa069,736 CITATIONS\xa0\xa0\xa0\nSEE PROFILE\nSteven G Wong\nUniversity of California, Los Angeles\n24 PUBLICATIONS\xa0\xa0\xa024,943 CITATIONS\xa0\xa0\xa0\nSEE PROFILE\nWendy Levin\nFate Therapeutics, Inc.\n25 PUBLICATIONS\xa0\xa0\xa017,944 CITATIONS\xa0\xa0\xa0\nSEE PROFILE\nAll content following this page was uploaded by Gary Clark on 23 December 2013.\n'])","('mode', <RetrievalEvalMode.TEXT: 'text'>)","('metric_dict', {'hit_rate': RetrievalMetricResult(score=0.0, metadata={}), 'mrr': RetrievalMetricResult(score=0.0, metadata={}), 'precision': RetrievalMetricResult(score=0.0, metadata={}), 'recall': RetrievalMetricResult(score=0.0, metadata={}), 'ap': RetrievalMetricResult(score=0.0, metadata={}), 'ndcg': RetrievalMetricResult(score=0.0, metadata={})})"
"('query', 'How might the year 2007 be relevant or notable in historical or cultural contexts?')","('expected_ids', ['75b37f54-ea5f-44a1-95f8-c11915a5dd34'])","('expected_texts', None)","('retrieved_ids', ['527724bb-c508-49d3-8da4-6c0d231f63a7', '93fa4ef5-7026-4041-b5e1-619f2e88904b', '65dafcb0-4d22-4fe0-8b1e-62a475adf0d6', '575546c2-fccb-462a-8d6b-dd3ec894eeec', 'b26198e3-9070-4c1a-ad96-31a524d27dd4'])","('retrieved_texts', ['The title SCIENCE is a \nCopyrightAmerican Association for the Advancement of Science, 1200 New York Avenue NW, Washington, DC 20005. \nScience (print ISSN 0036-8075; online ISSN 1095-9203) is published weekly, except the last week in December, by the\n on January 15, 2007 www.sciencemag.orgDownloaded from \nBIOM 255 (Leffert) – Discussion Feb. 1, 2007', 'SCIENCE,VOL.235\n on January 15, 2007 www.sciencemag.orgDownloaded from \nBIOM 255 (Leffert) – Discussion Feb. 1, 2007\nView publication stats', 'ARTICLES177\n on January 15, 2007 www.sciencemag.orgDownloaded from \nBIOM 255 (Leffert) – Discussion Feb. 1, 2007', 'The user has requested enhancement of the downloaded file.', 'See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/19364043\nSlamon DJ, Clark GM, Wong SG, Levin WJ, Ullrich A, McGuire WLHuman breast\ncancer: correlation of relapse and survival with ampliﬁcation of the HER-2/neu\noncogene. Science (Wash DC...\nArticle\xa0\xa0in \xa0\xa0Science · February 1987\nDOI: 10.1126/science.3798106\xa0·\xa0Source: PubMed\nCITATIONS\n9,964\nREADS\n28,987\n6 authors, including:\nGary Clark\nGary Clark Statistical Consulting, LLC\n363 PUBLICATIONS\xa0\xa0\xa069,736 CITATIONS\xa0\xa0\xa0\nSEE PROFILE\nSteven G Wong\nUniversity of California, Los Angeles\n24 PUBLICATIONS\xa0\xa0\xa024,943 CITATIONS\xa0\xa0\xa0\nSEE PROFILE\nWendy Levin\nFate Therapeutics, Inc.\n25 PUBLICATIONS\xa0\xa0\xa017,944 CITATIONS\xa0\xa0\xa0\nSEE PROFILE\nAll content following this page was uploaded by Gary Clark on 23 December 2013.\n'])","('mode', <RetrievalEvalMode.TEXT: 'text'>)","('metric_dict', {'hit_rate': RetrievalMetricResult(score=0.0, metadata={}), 'mrr': RetrievalMetricResult(score=0.0, metadata={}), 'precision': RetrievalMetricResult(score=0.0, metadata={}), 'recall': RetrievalMetricResult(score=0.0, metadata={}), 'ap': RetrievalMetricResult(score=0.0, metadata={}), 'ndcg': RetrievalMetricResult(score=0.0, metadata={})})"
"('query', '**Question 1 (Analytical/Interpretation):**')","('expected_ids', ['54002b42-a0ae-41a3-b79e-2fc4e87de4a1'])","('expected_texts', None)","('retrieved_ids', ['527724bb-c508-49d3-8da4-6c0d231f63a7', 'd9e088f6-7337-402d-97d8-8a516e0a4175', '65dafcb0-4d22-4fe0-8b1e-62a475adf0d6', 'b26198e3-9070-4c1a-ad96-31a524d27dd4', '93fa4ef5-7026-4041-b5e1-619f2e88904b'])","('retrieved_texts', ['The title SCIENCE is a \nCopyrightAmerican Association for the Advancement of Science, 1200 New York Avenue NW, Washington, DC 20005. \nScience (print ISSN 0036-8075; online ISSN 1095-9203) is published weekly, except the last week in December, by the\n on January 15, 2007 www.sciencemag.orgDownloaded from \nBIOM 255 (Leffert) – Discussion Feb. 1, 2007', '0 0.6-\n00.\nOX 0.4-\n` 0.2-\namplified(n=52)\nAmplified(n=34)\nA\nNotamplified(n=52)\nAmplified(n=34)\nB\n12 24 36 48 60 72 84\nNotamplified(n=52)\nAmplified(n=11)\n>5copies\nC\nNotamplified(n=52)\nAmplified(n=11)\n>5copies\nD\n12 24 36 48 60 72 84\nTime(months)\nARTICLES 179\n on January 15, 2007 www.sciencemag.orgDownloaded from \nBIOM 255 (Leffert) – Discussion Feb. 1, 2007', 'ARTICLES177\n on January 15, 2007 www.sciencemag.orgDownloaded from \nBIOM 255 (Leffert) – Discussion Feb. 1, 2007', 'See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/19364043\nSlamon DJ, Clark GM, Wong SG, Levin WJ, Ullrich A, McGuire WLHuman breast\ncancer: correlation of relapse and survival with ampliﬁcation of the HER-2/neu\noncogene. Science (Wash DC...\nArticle\xa0\xa0in \xa0\xa0Science · February 1987\nDOI: 10.1126/science.3798106\xa0·\xa0Source: PubMed\nCITATIONS\n9,964\nREADS\n28,987\n6 authors, including:\nGary Clark\nGary Clark Statistical Consulting, LLC\n363 PUBLICATIONS\xa0\xa0\xa069,736 CITATIONS\xa0\xa0\xa0\nSEE PROFILE\nSteven G Wong\nUniversity of California, Los Angeles\n24 PUBLICATIONS\xa0\xa0\xa024,943 CITATIONS\xa0\xa0\xa0\nSEE PROFILE\nWendy Levin\nFate Therapeutics, Inc.\n25 PUBLICATIONS\xa0\xa0\xa017,944 CITATIONS\xa0\xa0\xa0\nSEE PROFILE\nAll content following this page was uploaded by Gary Clark on 23 December 2013.\n', 'SCIENCE,VOL.235\n on January 15, 2007 www.sciencemag.orgDownloaded from \nBIOM 255 (Leffert) – Discussion Feb. 1, 2007\nView publication stats'])","('mode', <RetrievalEvalMode.TEXT: 'text'>)","('metric_dict', {'hit_rate': RetrievalMetricResult(score=0.0, metadata={}), 'mrr': RetrievalMetricResult(score=0.0, metadata={}), 'precision': RetrievalMetricResult(score=0.0, metadata={}), 'recall': RetrievalMetricResult(score=0.0, metadata={}), 'ap': RetrievalMetricResult(score=0.0, metadata={}), 'ndcg': RetrievalMetricResult(score=0.0, metadata={})})"
